,index,Driver,Vehicle,Tire,Glider,GroundSpeed,WaterSpeed,AirSpeed,AntiGravitySpeed,Acceleration,Weight,GroundHandling,WaterHandling,AirHandling,AntiGravityHandling,Traction,MiniTurbo,Total,Balance,AverageSpeed,WeightedSpeed,AverageHandling,WeightedHandling,GroundMastery,WaterMastery,AirMastery,AntiGravityMastery,DriftMastery,CollisionMastery
2199,76687,Dry Bones,Streetle,Gold Wheels,Plane Glider,2.5,3.0,2.5,1.5,3.75,2.5,4.5,4.75,3.75,3.5,3.75,3.5,39.5,4.071699173628277,2.375,2.3,4.125,4.175,3.5,3.875,3.125,2.5,3.7916666666666665,3.5
2200,75923,Dry Bones,Tanooki Kart,Metal,Cloud Glider,2.5,3.0,2.5,2.25,3.0,2.75,4.5,4.25,4.0,4.0,4.25,3.0,40.0,4.192835115038351,2.5625,2.525,4.1875,4.25,3.5,3.625,3.25,3.125,3.8125,3.625
2201,83355,Koopa Troopa,Steel Driver,Cushion,Paper Glider,2.5,3.0,2.5,2.25,3.5,2.5,3.75,4.25,4.25,3.75,4.5,3.75,40.5,4.205845217742902,2.5625,2.525,4.0,3.9,3.125,3.625,3.375,3.0,4.083333333333333,3.125
2202,84197,Koopa Troopa,Tri-Speeder,Sponge,Cloud Glider,2.5,3.0,2.5,2.25,3.5,2.5,3.75,4.25,4.25,4.0,4.5,3.75,40.75,4.191955690533863,2.5625,2.525,4.0625,3.975,3.125,3.625,3.375,3.125,4.104166666666667,3.125
2203,142143,Isabelle,Steel Driver,Cushion,Cloud Glider,2.5,3.0,2.5,2.25,3.75,2.5,3.5,4.0,4.0,3.5,3.75,3.75,39.0,4.342871259327229,2.5625,2.525,3.75,3.65,3.0,3.5,3.25,2.875,3.75,3.0
2204,152111,Isabelle,Bone Rattler,Sponge,Cloud Glider,2.5,3.0,2.5,2.25,3.75,2.5,3.5,4.0,4.0,3.75,3.75,3.75,39.25,4.330380592041157,2.5625,2.525,3.8125,3.725,3.0,3.5,3.25,3.0,3.7708333333333335,3.0
2205,174359,Shy Guy,City Tripper,Monster,Waddle Wing,2.5,3.0,2.5,2.25,4.0,3.0,4.0,3.75,3.5,3.75,4.75,3.75,40.75,4.250315723019673,2.5625,2.525,3.75,3.825,3.25,3.375,3.0,3.0,4.083333333333333,3.5
2206,75961,Dry Bones,Tanooki Kart,Off-Road,Gold Glider,2.5,3.0,2.5,2.5,3.5,3.0,4.25,4.25,4.0,4.0,5.0,3.0,41.5,4.168562763169776,2.625,2.6,4.125,4.15,3.375,3.625,3.25,3.25,4.041666666666667,3.625
2207,77305,Dry Bones,Koopa Clown,Triforce Tyres,Gold Glider,2.5,3.0,2.5,2.5,3.5,3.0,4.25,4.25,4.25,4.0,5.0,3.0,41.75,4.1508136693031235,2.625,2.6,4.1875,4.175,3.375,3.625,3.375,3.25,4.0625,3.625
2208,167384,Shy Guy,Buggybud,Off-Road,Super Glider,2.5,3.0,2.5,2.5,4.5,2.5,4.25,3.75,4.0,4.5,4.5,3.75,42.25,4.137535683654276,2.625,2.6,4.125,4.2,3.375,3.375,3.25,3.5,4.125,3.375
2209,167510,Shy Guy,Buggybud,Retro Off-Road,Super Glider,2.5,3.0,2.5,2.5,4.5,2.5,4.25,3.75,4.25,4.5,4.5,3.75,42.5,4.1220288539289385,2.625,2.6,4.1875,4.225,3.375,3.375,3.375,3.5,4.145833333333333,3.375
2210,196570,Cat Peach,Varmint,Funky Monster,MKTV Parafoil,2.5,3.0,2.5,2.75,4.25,3.0,3.75,3.75,3.5,3.25,4.25,4.0,40.5,4.364855063068995,2.6875,2.675,3.5625,3.575,3.125,3.375,3.0,3.0,3.9375,3.375
2211,71259,Dry Bones,Mach 8,Off-Road,Paper Glider,2.5,3.0,2.5,3.0,4.0,2.5,3.75,3.5,4.0,4.5,4.5,3.5,41.25,4.2604900271125485,2.75,2.75,3.9375,3.95,3.125,3.25,3.25,3.75,3.9791666666666665,3.125
2212,71427,Dry Bones,Mach 8,Triforce Tyres,Paper Glider,2.5,3.0,2.5,3.0,4.0,2.5,3.75,3.5,4.25,4.5,4.5,3.5,41.5,4.2399661092085985,2.75,2.75,4.0,3.975,3.125,3.25,3.375,3.75,4.0,3.125
2213,86829,Koopa Troopa,W 25 Silver Arrow,Off-Road,Cloud Glider,2.5,3.0,2.5,3.0,4.25,2.25,4.25,3.75,4.25,4.5,5.0,3.75,43.0,4.093374555304289,2.75,2.75,4.1875,4.225,3.375,3.375,3.375,3.75,4.3125,3.25
2214,86997,Koopa Troopa,W 25 Silver Arrow,Triforce Tyres,Cloud Glider,2.5,3.0,2.5,3.0,4.25,2.25,4.25,3.75,4.5,4.5,5.0,3.75,43.25,4.07399726749536,2.75,2.75,4.25,4.25,3.375,3.375,3.5,3.75,4.333333333333333,3.25
2215,174391,Shy Guy,City Tripper,Slim,Flower Glider,2.5,3.0,2.5,3.0,4.25,2.25,5.0,4.5,4.5,4.5,3.25,4.0,43.25,4.04381003852569,2.75,2.75,4.625,4.7,3.75,3.75,3.5,3.75,3.9583333333333335,3.625
2216,145633,Isabelle,W 25 Silver Arrow,Off-Road,Parachute,2.5,3.0,2.5,3.0,4.5,2.25,4.0,3.5,4.0,4.25,4.25,3.75,41.5,4.217860355024485,2.75,2.75,3.9375,3.975,3.25,3.25,3.25,3.625,3.9791666666666665,3.125
2217,151641,Isabelle,Wild Wiggler,Retro Off-Road,Flower Glider,2.5,3.0,2.5,3.0,4.5,2.25,4.0,3.5,4.25,4.25,4.25,3.75,41.75,4.199018121492771,2.75,2.75,4.0,4.0,3.25,3.25,3.375,3.625,4.0,3.125
2218,196792,Cat Peach,Mr Scooty,Off-Road,Bowser Kite,2.5,3.0,2.5,3.0,4.75,2.5,4.0,3.75,4.0,4.0,4.0,4.0,42.0,4.238721171616172,2.75,2.75,3.9375,3.95,3.25,3.375,3.25,3.5,3.9791666666666665,3.25
2219,196918,Cat Peach,Mr Scooty,Retro Off-Road,Bowser Kite,2.5,3.0,2.5,3.0,4.75,2.5,4.0,3.75,4.25,4.0,4.0,4.0,42.25,4.220589286315578,2.75,2.75,4.0,3.975,3.25,3.375,3.375,3.5,4.0,3.25
2220,87780,Koopa Troopa,Tanooki Kart,Funky Monster,Super Glider,2.5,3.0,2.75,2.5,3.0,3.25,4.0,4.0,4.0,3.75,5.75,3.25,41.75,4.09259151893144,2.6875,2.625,3.9375,3.925,3.25,3.5,3.375,3.125,4.3125,3.625
2221,146429,Isabelle,Tanooki Kart,Monster,Waddle Wing,2.5,3.0,2.75,2.5,3.25,3.25,3.75,3.75,3.75,3.5,5.0,3.25,40.25,4.313620058391547,2.6875,2.625,3.6875,3.675,3.125,3.375,3.25,3.0,3.9791666666666665,3.5
2222,85313,Koopa Troopa,Landship,Slim,Gold Glider,2.5,3.0,2.75,2.5,4.0,2.25,5.0,5.25,4.75,4.0,3.75,4.0,43.75,3.9639545610760343,2.6875,2.625,4.75,4.725,3.75,4.125,3.75,3.25,4.166666666666667,3.625
2223,144195,Isabelle,Landship,Wooden,Plane Glider,2.5,3.0,2.75,2.5,4.25,2.25,4.75,5.0,4.5,3.75,3.0,4.0,42.25,4.031998700852362,2.6875,2.625,4.5,4.475,3.625,4.0,3.625,3.125,3.8333333333333335,3.5
2224,89475,Koopa Troopa,Comet+,Off-Road,Cloud Glider,2.5,3.0,2.75,2.75,4.25,2.5,4.25,3.5,4.5,4.25,4.5,3.75,42.5,4.196362436583922,2.75,2.7,4.125,4.125,3.375,3.25,3.625,3.5,4.125,3.375
2225,91707,Koopa Troopa,Yoshi Bike+,Triforce Tyres,Flower Glider,2.5,3.0,2.75,2.75,4.25,2.5,4.25,3.5,4.75,4.25,4.5,3.75,42.75,4.1665719750768675,2.75,2.7,4.1875,4.15,3.375,3.25,3.75,3.5,4.145833333333333,3.375
2226,148279,Isabelle,Comet+,Off-Road,Parachute,2.5,3.0,2.75,2.75,4.5,2.5,4.0,3.25,4.25,4.0,3.75,3.75,41.0,4.290219837704745,2.75,2.7,3.875,3.875,3.25,3.125,3.5,3.375,3.7916666666666665,3.25
2227,150501,Isabelle,Yoshi Bike+,Triforce Tyres,Cloud Glider,2.5,3.0,2.75,2.75,4.5,2.5,4.0,3.25,4.5,4.0,3.75,3.75,41.25,4.2604900271125485,2.75,2.7,3.9375,3.9,3.25,3.125,3.625,3.375,3.8125,3.25
2228,171132,Shy Guy,Koopa Clown,Monster,MKTV Parafoil,2.5,3.0,2.75,3.0,3.25,3.5,3.75,4.0,4.0,3.25,5.25,3.25,41.5,4.2704816865239295,2.8125,2.775,3.75,3.675,3.125,3.5,3.375,3.125,4.083333333333333,3.625
2229,87655,Koopa Troopa,Tanooki Kart,Slim,Cloud Glider,2.5,3.0,2.75,3.25,3.25,2.5,5.0,4.75,5.0,4.5,4.25,3.5,44.25,4.0398567815164235,2.875,2.85,4.8125,4.8,3.75,3.875,3.875,3.875,4.1875,3.75
2230,146539,Isabelle,Tanooki Kart,Wooden,Cloud Glider,2.5,3.0,2.75,3.25,3.5,2.5,4.75,4.5,4.75,4.25,3.5,3.5,42.75,4.173417495730985,2.875,2.85,4.5625,4.55,3.625,3.75,3.75,3.75,3.8541666666666665,3.625
2231,249787,Yoshi,Buggybud,Funky Monster,Paper Glider,2.5,3.0,2.75,3.25,4.25,2.75,3.5,3.25,3.75,3.5,4.5,4.25,41.25,4.350480947161672,2.875,2.85,3.5,3.475,3.0,3.125,3.25,3.375,4.083333333333333,3.125
2232,267419,Tanooki Mario,Mr Scooty,Funky Monster,Parachute,2.5,3.0,2.75,3.25,4.25,3.0,3.5,3.25,3.75,3.5,4.0,4.25,41.0,4.432576263300788,2.875,2.85,3.5,3.475,3.0,3.125,3.25,3.375,3.9166666666666665,3.25
2233,173028,Shy Guy,Varmint,Normal Blue,Wario Wing,2.5,3.0,3.0,2.5,4.5,2.75,4.75,4.5,4.0,4.25,4.0,4.0,43.75,4.164302595723099,2.75,2.65,4.375,4.475,3.625,3.75,3.5,3.375,4.125,3.75
2234,87037,Koopa Troopa,300 SL Roadster,Normal,Paper Glider,2.5,3.0,3.0,2.75,4.25,2.25,4.5,4.0,4.75,4.5,4.25,4.0,43.75,4.117993420625103,2.8125,2.725,4.4375,4.425,3.5,3.5,3.875,3.625,4.229166666666667,3.375
2235,148923,Isabelle,The Duke,Normal Blue,Parachute,2.5,3.0,3.0,2.75,4.5,2.25,4.25,3.75,4.5,4.25,3.5,4.0,42.25,4.199018121492771,2.8125,2.725,4.1875,4.175,3.375,3.375,3.75,3.5,3.8958333333333335,3.25
2236,188540,Cat Peach,Pipe Frame,Button,Wario Wing,2.5,3.0,3.0,2.75,4.75,2.25,4.5,4.25,3.5,4.25,3.25,4.5,42.5,4.1285244140139685,2.8125,2.725,4.125,4.275,3.5,3.625,3.25,3.5,3.9583333333333335,3.375
2237,172577,Shy Guy,The Duke,Leaf Tyres,Paper Glider,2.5,3.0,3.0,3.0,4.5,2.0,4.25,3.75,4.25,4.5,3.5,4.25,42.5,4.161756887799538,2.875,2.8,4.1875,4.225,3.375,3.375,3.625,3.75,3.9791666666666665,3.125
2238,89701,Koopa Troopa,Sport Bike+,Roller,Waddle Wing,2.5,3.0,3.25,2.0,4.0,1.75,4.75,4.5,4.75,4.5,3.75,4.25,43.0,3.932221223683709,2.6875,2.525,4.625,4.625,3.625,3.75,4.0,3.25,4.208333333333333,3.25
2239,143503,Isabelle,Prancer,Roller,Waddle Wing,2.5,3.0,3.25,2.0,4.25,1.75,4.5,4.25,4.5,4.25,3.0,4.25,41.5,3.9952763081475102,2.6875,2.525,4.375,4.375,3.5,3.625,3.875,3.125,3.875,3.125
2240,174081,Shy Guy,Master Cycle+,Roller,Parachute,2.5,3.0,3.25,2.5,4.25,2.0,4.5,4.0,4.5,4.5,3.0,4.25,42.25,4.086351387086486,2.8125,2.675,4.375,4.4,3.5,3.5,3.875,3.5,3.875,3.25
2241,172022,Shy Guy,Sport Bike+,Roller,Peach Parasol,2.5,3.0,3.25,2.5,4.25,2.0,4.5,4.5,4.75,4.0,3.25,4.25,42.75,4.069915692970891,2.8125,2.675,4.4375,4.375,3.5,3.75,4.0,3.25,3.9791666666666665,3.25
2242,87623,Koopa Troopa,Tanooki Kart,Normal,Gold Glider,2.5,3.0,3.25,2.75,3.5,3.0,4.75,4.75,4.5,4.25,5.0,3.5,44.75,4.124459041679391,2.875,2.75,4.5625,4.575,3.625,3.875,3.875,3.5,4.354166666666667,3.875
2243,146421,Isabelle,Tanooki Kart,Normal,Plane Glider,2.5,3.0,3.25,2.75,3.75,3.0,4.5,4.5,4.25,4.0,4.25,3.5,43.25,4.297259153763141,2.875,2.75,4.3125,4.325,3.5,3.75,3.75,3.375,4.020833333333333,3.75
2244,176007,Shy Guy,Splat Buggy,Azure Roller,Paper Glider,2.5,3.0,3.25,2.75,4.5,1.5,4.25,4.25,4.25,5.0,3.75,4.25,43.25,3.9861284075088177,2.875,2.75,4.4375,4.475,3.375,3.625,3.75,3.875,4.145833333333333,2.875
2245,196689,Cat Peach,Mr Scooty,Normal,Waddle Wing,2.5,3.0,3.25,2.75,4.75,2.25,4.5,4.0,4.25,4.5,4.0,4.25,44.0,4.131790417705564,2.875,2.75,4.3125,4.375,3.5,3.5,3.75,3.625,4.1875,3.375
2246,170223,Shy Guy,Tanooki Kart,Leaf Tyres,Gold Glider,2.5,3.0,3.25,3.0,3.75,2.75,4.5,4.5,4.0,4.25,4.25,3.75,43.5,4.296922350079181,2.9375,2.825,4.3125,4.375,3.5,3.75,3.625,3.625,4.104166666666667,3.625
2247,249702,Yoshi,Buggybud,Button,Hylian Kite,2.5,3.0,3.25,3.0,4.75,2.0,4.25,3.75,3.75,4.5,3.5,4.75,43.0,4.118799028873009,2.9375,2.825,4.0625,4.175,3.375,3.375,3.5,3.75,4.104166666666667,3.125
2248,261450,Tanooki Mario,Buggybud,Button,Super Glider,2.5,3.0,3.25,3.0,4.75,2.25,4.25,3.75,3.75,4.5,3.0,4.75,42.75,4.139734449032266,2.9375,2.825,4.0625,4.175,3.375,3.375,3.5,3.75,3.9375,3.25
2249,82913,Koopa Troopa,Mach 8,Normal,Parachute,2.5,3.0,3.25,3.25,4.0,2.5,4.25,4.0,4.5,4.75,4.5,4.0,44.5,4.217860355024485,3.0,2.9,4.375,4.375,3.375,3.5,3.875,4.0,4.291666666666667,3.375
2250,152587,Isabelle,Inkstriker,Normal,Cloud Glider,2.5,3.0,3.25,3.25,4.25,2.5,4.0,3.75,4.25,4.5,3.75,4.0,43.0,4.32299679961367,3.0,2.9,4.125,4.125,3.25,3.375,3.75,3.875,3.9583333333333335,3.25
2251,172579,Shy Guy,Flame Rider,Normal,Cloud Glider,2.5,3.0,3.25,3.25,4.5,2.25,4.5,4.0,4.5,4.5,4.5,4.0,44.75,4.157531135365355,3.0,2.9,4.375,4.4,3.5,3.5,3.875,3.875,4.291666666666667,3.375
2252,249612,Yoshi,Buggybud,Normal,Parafoil,2.5,3.0,3.25,3.25,4.75,2.5,4.25,4.0,4.25,4.0,3.75,4.5,44.0,4.24371321777404,3.0,2.9,4.125,4.125,3.375,3.5,3.75,3.625,4.125,3.375
2253,261628,Tanooki Mario,Buggybud,GLA Wheels,MKTV Parafoil,2.5,3.0,3.25,3.25,4.75,2.75,4.25,4.0,4.25,4.0,3.25,4.5,43.75,4.265630037090132,3.0,2.9,4.125,4.125,3.375,3.5,3.75,3.625,3.9583333333333335,3.5
2254,165319,Shy Guy,Mach 8,Button,Flower Glider,2.5,3.0,3.25,3.5,4.25,2.25,4.0,3.75,4.0,4.75,3.75,4.25,43.25,4.257933373080369,3.0625,2.975,4.125,4.175,3.25,3.375,3.625,4.125,4.041666666666667,3.125
2255,195203,Cat Peach,Standard Bike,Leaf Tyres,Cloud Glider,2.5,3.0,3.25,3.5,4.75,1.75,4.25,3.75,4.0,4.5,3.75,4.5,43.5,4.1113084183628565,3.0625,2.975,4.125,4.2,3.375,3.375,3.625,4.0,4.125,3.0
2256,320456,Mario,Buggybud,Leaf Tyres,MKTV Parafoil,2.5,3.0,3.25,3.5,4.75,2.5,4.0,3.75,3.75,4.0,3.0,4.75,42.75,4.2452800037581655,3.0625,2.975,3.875,3.925,3.25,3.375,3.5,3.75,3.875,3.25
2257,302616,Luigi,Mr Scooty,Button,Parafoil,2.5,3.0,3.25,3.5,4.75,2.5,4.25,4.0,4.0,4.25,2.75,4.75,43.5,4.177724885676112,3.0625,2.975,4.125,4.175,3.375,3.5,3.625,3.875,3.875,3.375
2258,196535,Cat Peach,Varmint,Cushion,Waddle Wing,2.5,3.0,3.5,2.25,4.5,2.25,4.25,3.5,3.75,4.0,4.25,4.25,42.0,4.181187112061282,2.8125,2.625,3.875,3.975,3.375,3.25,3.625,3.125,4.125,3.25
2259,196507,Cat Peach,Varmint,Sponge,Waddle Wing,2.5,3.0,3.5,2.25,4.5,2.25,4.25,3.5,3.75,4.25,4.25,4.25,42.25,4.164302595723099,2.8125,2.625,3.9375,4.05,3.375,3.25,3.625,3.25,4.145833333333333,3.25
2260,169535,Shy Guy,300 SL Roadster,Azure Roller,Plane Glider,2.5,3.0,3.5,2.5,4.5,2.5,4.5,4.25,4.5,4.25,3.5,4.25,43.75,4.164302595723099,2.875,2.7,4.375,4.375,3.5,3.625,4.0,3.375,4.041666666666667,3.5
2261,255340,Yoshi,Varmint,Cushion,Bowser Kite,2.5,3.0,3.5,2.75,4.5,2.5,4.0,3.5,3.75,3.5,4.0,4.5,42.0,4.300974704580469,2.9375,2.775,3.6875,3.725,3.25,3.25,3.625,3.125,4.0625,3.25
2262,247374,Yoshi,Pipe Frame,Sponge,Bowser Kite,2.5,3.0,3.5,2.75,4.5,2.5,4.0,3.5,3.75,3.75,4.0,4.5,42.25,4.297259153763141,2.9375,2.775,3.75,3.8,3.25,3.25,3.625,3.25,4.083333333333333,3.25
2263,268568,Tanooki Mario,City Tripper,Cushion,Parafoil,2.5,3.0,3.5,2.75,4.5,2.75,4.0,3.5,3.75,3.5,3.5,4.5,41.75,4.347571552744763,2.9375,2.775,3.6875,3.725,3.25,3.25,3.625,3.125,3.8958333333333335,3.375
2264,259132,Tanooki Mario,Pipe Frame,Sponge,Parafoil,2.5,3.0,3.5,2.75,4.5,2.75,4.0,3.5,3.75,3.75,3.5,4.5,42.0,4.342871259327229,2.9375,2.775,3.75,3.8,3.25,3.25,3.625,3.25,3.9166666666666665,3.375
2265,171863,Shy Guy,Comet+,Normal Blue,Paper Glider,2.5,3.0,3.5,3.0,4.5,2.5,4.5,3.75,4.75,4.25,4.0,4.0,44.25,4.215744417819153,3.0,2.85,4.3125,4.3,3.5,3.375,4.125,3.625,4.104166666666667,3.5
2266,197363,Cat Peach,Yoshi Bike+,Button,Parachute,2.5,3.0,3.5,3.25,4.75,2.0,4.25,3.5,4.25,4.25,3.25,4.5,43.0,4.158374588469827,3.0625,2.925,4.0625,4.1,3.375,3.25,3.875,3.75,3.9375,3.125
2267,171248,Shy Guy,Koopa Clown,Cushion,Super Glider,2.5,3.0,3.75,2.5,3.5,2.75,4.25,3.75,4.25,4.0,5.25,3.5,43.0,4.185826315901338,2.9375,2.725,4.0625,4.075,3.375,3.375,4.0,3.25,4.270833333333333,3.5
2268,171223,Shy Guy,Koopa Clown,Sponge,Waddle Wing,2.5,3.0,3.75,2.5,3.5,2.75,4.25,3.75,4.25,4.25,5.25,3.5,43.25,4.1711293736948365,2.9375,2.725,4.125,4.15,3.375,3.375,4.0,3.375,4.291666666666667,3.5
2269,194774,Cat Peach,Koopa Clown,Cushion,Parafoil,2.5,3.0,3.75,3.0,3.75,2.75,4.0,3.75,4.25,3.5,4.75,3.75,42.75,4.350480947161672,3.0625,2.875,3.875,3.825,3.25,3.375,4.0,3.25,4.125,3.375
2270,193572,Cat Peach,Tanooki Kart,Sponge,Bowser Kite,2.5,3.0,3.75,3.0,3.75,2.75,4.0,3.75,4.25,3.75,4.75,3.75,43.0,4.34866105272107,3.0625,2.875,3.9375,3.9,3.25,3.375,4.0,3.375,4.145833333333333,3.375
2271,168352,Shy Guy,Sports Coupé,Azure Roller,Wario Wing,2.5,3.0,3.75,3.0,4.25,2.75,4.25,4.25,4.25,4.5,3.75,4.25,44.5,4.29423370680794,3.0625,2.875,4.3125,4.325,3.375,3.625,4.0,3.75,4.104166666666667,3.5
2272,198643,Cat Peach,Wild Wiggler,Azure Roller,Gold Glider,2.5,3.0,3.75,3.0,4.75,2.25,4.5,4.25,4.25,4.25,3.75,4.5,44.75,4.157531135365355,3.0625,2.875,4.3125,4.35,3.5,3.625,4.0,3.625,4.1875,3.375
2273,320313,Mario,Buggybud,Cushion,Flower Glider,2.5,3.0,3.75,3.25,4.5,2.5,3.75,3.0,4.0,3.75,4.0,4.5,42.5,4.310522815548777,3.125,2.95,3.625,3.625,3.125,3.0,3.875,3.5,4.041666666666667,3.125
2274,320285,Mario,Buggybud,Sponge,Flower Glider,2.5,3.0,3.75,3.25,4.5,2.5,3.75,3.0,4.0,4.0,4.0,4.5,42.75,4.299959416760844,3.125,2.95,3.6875,3.7,3.125,3.0,3.875,3.625,4.0625,3.125
2275,302667,Luigi,Mr Scooty,Cushion,Cloud Glider,2.5,3.0,3.75,3.25,4.5,2.5,4.0,3.25,4.25,4.0,3.75,4.5,43.25,4.297259153763141,3.125,2.95,3.875,3.875,3.25,3.125,4.0,3.625,4.041666666666667,3.25
2276,302643,Luigi,Mr Scooty,Sponge,Parachute,2.5,3.0,3.75,3.25,4.5,2.5,4.0,3.25,4.25,4.25,3.75,4.5,43.5,4.280941271838347,3.125,2.95,3.9375,3.95,3.25,3.125,4.0,3.75,4.0625,3.25
2277,198781,Cat Peach,Teddy Buggy,Roller,Plane Glider,2.5,3.0,4.0,2.75,4.75,2.5,4.5,4.0,4.5,4.0,3.25,4.5,44.25,4.159782225199378,3.0625,2.825,4.25,4.25,3.5,3.5,4.25,3.375,4.0,3.5
2278,12753,Baby Daisy,Steel Driver,Off-Road,Paper Glider,2.5,3.25,1.25,2.0,3.25,2.5,4.0,4.75,4.25,4.25,4.5,3.25,39.75,3.912232269110893,2.25,2.375,4.3125,4.25,3.25,4.0,2.75,3.125,4.020833333333333,3.25
2279,12867,Baby Daisy,Steel Driver,Retro Off-Road,Cloud Glider,2.5,3.25,1.25,2.0,3.25,2.5,4.0,4.75,4.5,4.25,4.5,3.25,40.0,3.890468294251757,2.25,2.375,4.375,4.275,3.25,4.0,2.875,3.125,4.041666666666667,3.25
2280,34497,Baby Rosalina,Bone Rattler,Off-Road,Cloud Glider,2.5,3.25,1.25,2.0,3.5,2.5,3.75,4.5,4.0,4.0,4.0,3.25,38.5,4.035674203173927,2.25,2.375,4.0625,4.0,3.125,3.875,2.625,3.0,3.7708333333333335,3.125
2281,34671,Baby Rosalina,Bone Rattler,Triforce Tyres,Flower Glider,2.5,3.25,1.25,2.0,3.5,2.5,3.75,4.5,4.25,4.0,4.0,3.25,38.75,4.014547096892792,2.25,2.375,4.125,4.025,3.125,3.875,2.75,3.0,3.7916666666666665,3.125
2282,72577,Dry Bones,Tri-Speeder,GLA Wheels,Cloud Glider,2.5,3.25,2.0,2.25,3.75,2.5,4.0,4.75,4.25,4.0,4.0,3.5,40.75,4.111574852661047,2.5,2.525,4.25,4.175,3.25,4.0,3.125,3.125,3.9166666666666665,3.25
2283,83495,Koopa Troopa,Steel Driver,Leaf Tyres,Paper Glider,2.5,3.25,2.0,2.5,3.75,2.25,4.0,4.75,4.0,4.25,3.75,4.0,41.0,4.1059964070304735,2.5625,2.6,4.25,4.225,3.25,4.0,3.0,3.375,4.0,3.125
2284,142093,Isabelle,Steel Driver,Button,Flower Glider,2.5,3.25,2.0,2.5,4.0,2.25,3.75,4.5,3.75,4.0,3.0,4.0,39.5,4.175424810933386,2.5625,2.6,4.0,3.975,3.125,3.875,2.875,3.25,3.6666666666666665,3.0
2285,90650,Koopa Troopa,Varmint,Off-Road,Super Glider,2.5,3.25,2.25,2.0,4.25,2.5,4.5,4.0,3.75,4.5,4.75,3.75,42.0,4.028824517308114,2.5,2.475,4.1875,4.325,3.5,3.625,3.0,3.25,4.229166666666667,3.5
2286,92249,Koopa Troopa,City Tripper,Retro Off-Road,Waddle Wing,2.5,3.25,2.25,2.0,4.25,2.5,4.5,4.0,4.0,4.5,4.75,3.75,42.25,4.0203297555407795,2.5,2.475,4.25,4.35,3.5,3.625,3.125,3.25,4.25,3.5
2287,150923,Isabelle,City Tripper,Off-Road,Waddle Wing,2.5,3.25,2.25,2.0,4.5,2.5,4.25,3.75,3.5,4.25,4.0,3.75,40.5,4.137261231995351,2.5,2.475,3.9375,4.075,3.375,3.5,2.875,3.125,3.8958333333333335,3.375
2288,149588,Isabelle,Varmint,Retro Off-Road,Hylian Kite,2.5,3.25,2.25,2.0,4.5,2.5,4.25,3.75,3.75,4.25,4.0,3.75,40.75,4.1309727660577416,2.5,2.475,4.0,4.1,3.375,3.5,3.0,3.125,3.9166666666666665,3.375
2289,174450,Shy Guy,City Tripper,Off-Road,MKTV Parafoil,2.5,3.25,2.25,2.5,4.5,2.75,4.25,4.0,3.75,4.0,4.25,3.75,41.75,4.2061433798642645,2.625,2.625,4.0,4.075,3.375,3.625,3.0,3.25,4.0,3.5
2290,173106,Shy Guy,Varmint,Retro Off-Road,MKTV Parafoil,2.5,3.25,2.25,2.5,4.5,2.75,4.25,4.0,4.0,4.0,4.25,3.75,42.0,4.195184945017012,2.625,2.625,4.0625,4.1,3.375,3.625,3.125,3.25,4.020833333333333,3.5
2291,76510,Dry Bones,Streetle,Metal,Super Glider,2.5,3.25,2.5,1.25,3.75,2.25,4.5,4.5,3.75,3.75,4.0,3.5,39.5,4.018157267422551,2.375,2.275,4.125,4.2,3.5,3.875,3.125,2.5,3.875,3.375
2292,85340,Koopa Troopa,Landship,Metal,MKTV Parafoil,2.5,3.25,2.5,1.75,3.75,2.5,4.5,4.75,4.0,3.5,4.0,3.75,40.75,4.086351387086486,2.5,2.425,4.1875,4.2,3.5,4.0,3.25,2.625,3.9791666666666665,3.5
2293,144308,Isabelle,Landship,Gold Wheels,MKTV Parafoil,2.5,3.25,2.5,1.75,4.0,2.5,4.25,4.5,3.75,3.25,3.25,3.75,39.25,4.1711293736948365,2.5,2.425,3.9375,3.95,3.375,3.875,3.125,2.5,3.6458333333333335,3.375
2294,83386,Koopa Troopa,Steel Driver,Azure Roller,Wario Wing,2.5,3.25,2.5,2.0,3.75,2.75,4.25,5.25,4.25,4.0,3.75,4.0,42.25,4.061805812566858,2.5625,2.5,4.4375,4.375,3.375,4.25,3.375,3.0,4.0625,3.5
2295,152191,Isabelle,Bone Rattler,Azure Roller,Gold Glider,2.5,3.25,2.5,2.0,4.0,2.75,4.0,5.0,4.0,3.75,3.0,4.0,40.75,4.1309727660577416,2.5625,2.5,4.1875,4.125,3.25,4.125,3.25,2.875,3.7291666666666665,3.375
2296,77129,Dry Bones,Koopa Clown,Off-Road,Waddle Wing,2.5,3.25,2.5,2.25,3.5,2.75,4.25,4.0,4.0,4.25,5.25,3.0,41.5,4.090246453619709,2.625,2.575,4.125,4.175,3.375,3.625,3.25,3.25,4.125,3.5
2297,76079,Dry Bones,Tanooki Kart,Retro Off-Road,Waddle Wing,2.5,3.25,2.5,2.25,3.5,2.75,4.25,4.0,4.25,4.25,5.25,3.0,41.75,4.07399726749536,2.625,2.575,4.1875,4.2,3.375,3.625,3.375,3.25,4.145833333333333,3.5
2298,87718,Koopa Troopa,Tanooki Kart,Off-Road,Bowser Kite,2.5,3.25,2.5,2.75,3.5,3.0,4.25,4.25,4.25,4.0,5.25,3.25,42.75,4.153046904808451,2.75,2.725,4.1875,4.175,3.375,3.75,3.375,3.375,4.229166666666667,3.625
